run,avg_util,num_totes,run_time,unpacked
0,0.631809805957186,624,18.17647409439087,7
1,0.6426327963998696,600,16.335345029830933,5
2,0.648550641494898,597,15.918283700942993,3
3,0.6502273423711384,624,16.61307954788208,3
4,0.6462586079681496,607,16.515684127807617,4
5,0.6359418373002167,610,16.040721654891968,4
6,0.6418395905848718,588,16.41347360610962,7
7,0.6532136104464068,596,15.981050252914429,6
8,0.6493484868538788,574,17.21778631210327,9
9,0.6571652542011326,581,16.267775535583496,6
10,0.6514517760106726,593,15.456939697265625,5
11,0.642007748272067,633,15.88612413406372,5
12,0.6449640681507526,598,16.236512422561646,5
13,0.6409243243952949,595,15.655299425125122,8
14,0.6417272412051072,612,15.71412968635559,8
15,0.6470620245779384,616,16.627527236938477,3
16,0.6346495617054368,631,16.164100170135498,4
17,0.6413323401144874,615,17.29730534553528,5
18,0.6447751013334673,597,17.85852885246277,12
19,0.6479873678693132,592,18.21810817718506,8
