run,avg_util,num_totes,run_time,unpacked
0,0.5310652732540659,774,16.23676037788391,7
1,0.5269525042469045,762,16.40284252166748,5
2,0.5246355864255441,774,15.779422283172607,3
3,0.5316783892052588,803,15.985166549682617,4
4,0.5304781420895867,769,15.503328084945679,4
5,0.5290097410353611,763,15.044658422470093,4
6,0.5215283559642933,772,15.163432121276855,7
7,0.535604461824824,767,15.16034722328186,6
8,0.5237353477331517,751,15.45855712890625,10
9,0.5305761189375771,767,15.262051820755005,6
10,0.5275586791997237,767,15.419555425643921,6
11,0.5379884319941012,794,15.615140676498413,7
12,0.530998298885862,757,15.578983068466187,5
13,0.5302831892138371,748,15.248132228851318,9
14,0.5279837741960599,773,15.090820550918579,8
15,0.5347331886844274,778,15.567907571792603,3
16,0.5261251420362534,795,15.522810697555542,4
17,0.5471035671887272,752,17.133490324020386,5
18,0.521279952136146,780,16.05082106590271,12
19,0.5313438057391902,751,16.30164670944214,8
