run,avg_util,num_totes,run_time,unpacked
0,0.6060010287082326,653,6.960134506225586,7
1,0.6154897118339537,633,6.957568645477295,5
2,0.6200893168554964,636,7.111050128936768,3
3,0.6096427239135254,675,7.455555438995361,4
4,0.6195336479283814,644,6.828544855117798,4
5,0.6088100414122043,641,6.71380090713501,4
6,0.6131930380677464,626,6.5360236167907715,7
7,0.6191002128811521,643,6.499184608459473,6
8,0.6186096491530378,610,6.607933044433594,10
9,0.6281982114606913,622,6.688879489898682,6
10,0.6212476173654924,633,6.771075487136841,6
11,0.6185672401163789,661,6.448127031326294,7
12,0.6176031225699292,634,6.658608913421631,5
13,0.6128228672317724,623,6.7399115562438965,9
14,0.6107850045967818,653,6.5489678382873535,8
15,0.6177226655350331,654,6.561593770980835,3
16,0.6051701197387065,672,6.727809190750122,4
17,0.6220159224158557,646,7.706866502761841,5
18,0.6193087696386506,631,6.557963848114014,12
19,0.6244206508087848,622,6.907853841781616,8
20,0.6156700675057192,653,6.788586378097534,9
21,0.6138926745938917,657,6.7826080322265625,3
22,0.6225624472542398,623,7.705292701721191,4
23,0.616921783235474,610,8.975739240646362,6
24,0.6101211394492048,649,6.902031421661377,4
25,0.6183728251377523,634,6.980513334274292,4
26,0.6094593218716191,641,9.40931224822998,7
27,0.6225866736021844,631,7.632058620452881,10
28,0.6179330658806889,627,6.871922016143799,5
29,0.6315192534946725,623,7.014538526535034,4
30,0.6152477978775059,632,6.561557054519653,7
31,0.6081153071701266,660,6.950539827346802,3
32,0.6268803081608081,627,6.557043075561523,8
33,0.6162921536081017,629,6.761426210403442,7
34,0.6238868797564835,630,7.103234529495239,6
35,0.618995356653659,612,6.84573221206665,4
36,0.6271234147774736,636,6.741006135940552,3
37,0.6137010378872216,629,6.548898458480835,3
38,0.6109801477093942,633,6.792577743530273,5
39,0.619215856042833,677,7.6015465259552,3
40,0.6133965909901733,650,8.149606227874756,6
41,0.6236179995711826,599,6.79637598991394,1
42,0.6198464006808261,641,6.674618721008301,6
43,0.6286843949993447,589,6.613122940063477,5
44,0.6013180896657142,671,6.274023532867432,14
45,0.6112792734411472,646,6.591630697250366,6
46,0.6175569921707879,643,6.959661960601807,13
47,0.6073141755858212,658,6.9430365562438965,9
48,0.6288975551941719,637,6.447893857955933,7
49,0.6198549093449901,631,7.281917333602905,5
50,0.6115278243718242,652,6.540861129760742,3
51,0.6207417206641832,615,6.5792553424835205,14
52,0.6147186848955292,654,7.548589706420898,11
53,0.6115658642932718,655,7.736438989639282,8
54,0.6192958207189926,631,7.3478498458862305,6
55,0.6200431991842384,637,7.377075433731079,4
56,0.6164339895694338,617,6.431635618209839,8
57,0.6179105157656022,607,7.1199212074279785,8
58,0.6219825862903786,632,6.95772385597229,6
59,0.6070114288597209,650,6.569890260696411,9
60,0.616801896604633,658,6.641230344772339,6
61,0.6276638444523239,623,7.285802602767944,5
62,0.6144854941813919,644,8.769246101379395,4
63,0.6094217939615588,654,7.087165832519531,7
64,0.6185592107952301,643,6.74797511100769,3
65,0.6112792317041791,664,6.712156295776367,6
66,0.6090941507122177,666,6.314222812652588,8
67,0.6252513529942179,623,6.50270938873291,7
68,0.6041997753265864,669,6.466178894042969,6
69,0.6225703994268508,611,6.424980401992798,7
70,0.6260757673744817,605,6.450392007827759,9
71,0.6016632074624958,647,7.711241722106934,0
72,0.6220186029424304,638,7.11700177192688,3
73,0.6169498838958594,622,7.68752121925354,5
74,0.608744659084725,645,7.096981525421143,6
75,0.6108733417704725,650,6.991737604141235,7
76,0.6201889339088342,605,6.948488473892212,4
77,0.6178418949588924,651,7.633387327194214,5
78,0.6152924452401053,636,8.744390726089478,8
79,0.6280997655650081,626,8.955211162567139,3
80,0.6055229453062216,672,8.289294481277466,7
81,0.6102926583657536,644,6.902912139892578,4
82,0.6195795213721677,628,6.886492729187012,7
83,0.6205399762320267,654,6.666152477264404,5
84,0.6232735886724826,651,6.701032400131226,9
85,0.6186789633795559,637,6.684123754501343,7
86,0.608560285182653,647,6.6814045906066895,9
87,0.6216146825777975,613,6.587608337402344,7
88,0.6201388989128315,612,6.749011516571045,5
89,0.6117214568118508,674,6.4651243686676025,4
90,0.6107092574463823,652,6.376565933227539,9
91,0.6229854207126482,637,6.915079832077026,2
92,0.5952432235373781,633,6.578751087188721,5
93,0.6202666096847499,609,6.779355049133301,4
94,0.61488013257684,647,6.657084941864014,1
95,0.626627720717057,624,6.722431421279907,7
96,0.6247139449194915,631,6.58737850189209,7
97,0.6332602723402847,643,6.601129770278931,8
98,0.6148289020754958,629,6.65617561340332,4
99,0.6166886271014217,664,6.582942485809326,5
