run,avg_util,num_totes,run_time,unpacked
0,0.6196605450678363,642,17.789414882659912,7
1,0.6267989139390567,626,16.027991771697998,5
2,0.6292645798379501,621,15.905161619186401,3
3,0.6238460714847212,660,16.243946075439453,4
4,0.6287541364515072,632,16.3488986492157,4
5,0.6195032578773787,635,15.790785312652588,4
6,0.6235232081168177,616,16.482389450073242,7
7,0.6333188681488623,631,16.20231008529663,6
8,0.6312112945678177,598,16.400814294815063,9
9,0.644219729863966,605,17.154060125350952,6
10,0.6361352908115872,620,16.009327173233032,6
11,0.6324276972410635,651,16.423572540283203,7
12,0.6290788277991212,625,16.089797019958496,5
13,0.6278866789594871,607,16.0201416015625,9
14,0.6240305162489078,642,17.052011966705322,8
15,0.627617587162504,645,15.674543857574463,3
16,0.6159860375412856,659,16.243472814559937,4
17,0.6327636219881737,635,15.456966161727905,5
18,0.6277832798111836,624,15.823068141937256,12
19,0.6293380553939859,612,16.305142641067505,8
