run,avg_util,num_totes,run_time,unpacked
0,0.6771387946941909,549,14.610124826431274,7
1,0.6955485238749078,536,14.314457654953003,4
2,0.6860674783365509,535,15.453157424926758,3
3,0.6858940696400535,568,14.77175498008728,3
4,0.6958736405506174,532,14.708422899246216,3
5,0.6948002018113151,534,14.522558689117432,2
6,0.6980316596542716,519,14.133890151977539,6
7,0.7018631981567189,537,14.304744720458984,5
8,0.6887474520837977,521,14.43736481666565,9
9,0.7137946172902214,513,14.32281231880188,4
10,0.7096688798887073,521,14.759437084197998,5
11,0.7049822320640412,556,14.586383819580078,3
12,0.6899028222328026,533,14.527312755584717,5
13,0.6975703565332818,516,14.642290353775024,9
14,0.6849986688392428,550,14.417765378952026,6
15,0.6792996237022115,565,15.908584594726562,2
16,0.687330371726251,543,14.256741046905518,4
17,0.692497324528258,548,15.041682481765747,5
18,0.7073827198739546,517,14.847307682037354,12
19,0.7071951060655027,520,15.157149314880371,5
