run,avg_util,num_totes,run_time,unpacked
0,0.37921706474615924,1129,17.158745050430298,7
1,0.38907218688840306,1084,18.05192732810974,5
2,0.40399475190184814,1048,17.963103771209717,3
3,0.40239148953676357,1104,17.372973918914795,4
4,0.39819497010773175,1076,17.37596607208252,4
5,0.3984830265492706,1059,16.626676559448242,4
6,0.39877369197605883,1041,16.54360342025757,7
7,0.3933335552276275,1094,19.002027988433838,6
8,0.3809866887483039,1081,17.02916717529297,10
9,0.39567699957782315,1065,17.67301297187805,6
10,0.3994712838488434,1053,16.783730268478394,6
11,0.4148506544240928,1067,17.066958904266357,7
12,0.3949573694214904,1058,16.875514030456543,5
13,0.3899918811927367,1061,16.65959119796753,9
14,0.4002957863818295,1065,17.375470638275146,8
15,0.3962070667245901,1092,16.88294816017151,3
16,0.3953050659966113,1092,16.710566759109497,4
17,0.4107992411293408,1051,16.867987632751465,5
18,0.3943622136168328,1068,16.980041027069092,12
19,0.397997632891862,1044,18.15849804878235,8
