run,avg_util,num_totes,run_time,unpacked
0,0.6145910134836535,645,17.481687545776367,7
1,0.6217489089490318,631,17.1724796295166,5
2,0.6266493220345815,627,16.815500259399414,3
3,0.6221713782170325,665,16.90908646583557,4
4,0.6297771244181842,633,16.596834182739258,4
5,0.6189208377273413,634,16.549843788146973,4
6,0.6221304646116552,618,16.196688413619995,7
7,0.6296498987495853,637,16.202279806137085,6
8,0.6248549305763546,603,16.28983759880066,10
9,0.6383971686498492,613,16.729441165924072,6
10,0.6310327037418679,623,16.701536893844604,6
11,0.6274915740316563,657,18.306750297546387,7
12,0.6244063875986972,629,17.061766624450684,5
13,0.6242928565957692,615,16.531649112701416,9
14,0.611964046987325,646,16.633532285690308,8
15,0.6291354083220267,645,16.20563292503357,3
16,0.6162029419720809,660,16.636598110198975,4
17,0.6338143835800174,635,16.864747047424316,5
18,0.6269751015883469,633,16.290721654891968,12
19,0.6261672409727818,621,16.873483896255493,8
20,0.6257141770395378,649,16.500284433364868,9
21,0.623076103615711,647,17.49296283721924,3
22,0.6296873797846104,615,16.67889380455017,4
23,0.6242467615813291,602,18.408255338668823,6
24,0.6178899445837979,643,19.190597534179688,4
25,0.6277325434303919,628,16.87603235244751,4
26,0.6156115104231819,639,17.814558029174805,7
27,0.6304448882598137,624,16.693780660629272,10
28,0.6286589567626478,620,17.050568342208862,5
29,0.6389415360261794,612,21.69635272026062,4
30,0.6246428267635493,625,17.133745193481445,7
31,0.6184058071465782,653,17.405867338180542,3
32,0.6348457467704292,621,16.86816120147705,8
33,0.6267536148155025,619,16.594698667526245,7
34,0.6352430997893053,620,16.63242220878601,6
35,0.6251855152991845,608,16.766701221466064,4
36,0.6344274021836646,637,16.80582857131958,3
37,0.6224744494677972,622,17.01171875,3
38,0.6204753572096091,626,17.16301155090332,5
39,0.6269081674211058,669,16.81376814842224,3
40,0.6224715879431593,639,16.699838161468506,6
41,0.6298854816630989,592,17.886279344558716,1
42,0.6253122279175684,637,17.179154872894287,6
43,0.6379698517133375,579,16.487536430358887,5
44,0.6100954106225798,660,16.32880187034607,14
45,0.6225300309377856,637,16.79874610900879,6
46,0.6277757356200769,635,16.626303911209106,13
47,0.623420882008785,642,17.180110692977905,9
48,0.6341551362950418,630,16.923015832901,7
49,0.6328457354120546,623,16.592727422714233,5
50,0.6261870026183353,643,16.458797693252563,3
51,0.6276106504367893,610,16.579544067382812,14
52,0.622562777008674,652,16.676949977874756,11
53,0.6211596364667936,649,16.731499433517456,8
54,0.6298328422976672,621,16.952577114105225,6
55,0.6306450599523447,628,16.451101541519165,4
56,0.627444824455532,612,16.77972435951233,8
57,0.6285278129545757,597,16.348297119140625,8
58,0.6324309393327865,618,16.51175832748413,6
59,0.617576993782382,640,16.371294498443604,9
60,0.6244995754896812,654,16.682562589645386,6
61,0.6315804872216213,618,18.33241868019104,5
62,0.6277314820758564,640,17.16968584060669,4
63,0.6177139722331847,645,17.591737031936646,7
64,0.6318686837991173,629,16.588234186172485,3
65,0.6232302241343033,654,17.40199637413025,6
66,0.6192833150827192,660,17.232434034347534,8
67,0.6318167754225379,614,16.720290422439575,7
68,0.6129352839133292,663,16.695520401000977,6
69,0.6337460456267345,604,16.366320610046387,7
70,0.6385065695027662,591,16.362136840820312,9
71,0.6160343124665913,642,17.39152503013611,0
72,0.630008941036584,626,16.474727392196655,3
73,0.6257309055395716,615,16.512555599212646,5
74,0.6209485975913149,635,16.975440979003906,6
75,0.6210323196330417,639,16.44949769973755,7
76,0.6317803971472479,598,17.990975379943848,4
77,0.623622024021669,647,18.403451442718506,5
78,0.633382670622423,621,17.593573808670044,8
79,0.639965809038218,620,17.002246618270874,3
80,0.6213385070949273,657,16.74971652030945,7
81,0.6217370017385201,637,16.332438468933105,4
82,0.6307645279259596,622,16.176908016204834,7
83,0.6284241601097098,646,17.15645670890808,5
84,0.6333152587351787,646,18.506166696548462,9
85,0.6235971976126459,632,16.31989812850952,7
86,0.6169207320505001,638,16.797630071640015,9
87,0.6290571282658647,603,16.90069007873535,7
88,0.6336813977902707,603,16.997497081756592,5
89,0.6209842101668142,663,16.878010511398315,4
90,0.6199314983661075,648,16.70442819595337,9
91,0.6332577299502209,630,16.913183212280273,2
92,0.6059436000540965,627,17.014615297317505,5
93,0.6235863049037274,606,16.97316551208496,4
94,0.6252909744743576,641,16.716058015823364,1
95,0.6356550151613478,614,16.322741270065308,7
96,0.6296853553971269,634,16.228543996810913,7
97,0.6378306735550268,636,16.673029899597168,8
98,0.6248886273874094,620,16.458407878875732,4
99,0.627110929699714,656,16.888438940048218,5
