upc,wmt_item_nbr,Each_dim_x,Each_dim_y,Each_dim_z,weight_per_unit,whpk_qty,case_qty
5100020195,5100020195,6.32,5.18,4.25,3.38,4.00,94
7940038641,7940038641,5.52,2.22,1.23,0.24,6.00,100
7050102023,7050102023,6.61,3.03,1.91,0.39,3.00,25
7007467152,7007467152,5.30,5.12,5.12,1.77,4.00,94
63748006514,63748006514,6.00,4.81,4.81,3.17,3.00,58
68113124040,68113124040,14.75,10.13,7.94,4.32,2.00,83
30023341660,30023341660,4.00,3.00,3.00,2.00,3.00,73
2400034346,2400034346,4.44,3.00,3.00,0.94,12.00,80
31011903588,31011903588,6.88,4.75,2.38,1.70,2.00,27
5265100006,5265100006,8.18,3.06,2.00,0.63,6.00,25
4178801933,4178801933,13.50,9.00,5.70,14.28,2.00,23
5113119794,5113119794,9.00,3.75,2.00,0.21,2.00,7
68113129619,68113129619,5.25,5.00,1.06,0.06,8.00,62
4790013010,4790013010,8.75,6.50,3.00,2.20,8.00,95
31074202672,31074202672,7.00,3.00,3.00,0.40,3.00,63
3500046390,3500046390,7.70,3.66,1.53,0.74,6.00,85
1920083722,1920083722,6.50,5.60,1.65,0.22,4.00,130
4950800140,4950800140,12.00,8.00,2.00,0.88,6.00,39
1600015777,1600015777,11.85,7.70,2.10,1.23,6.00,1
3700097332,3700097332,4.51,3.61,0.73,0.04,6.00,148
32586610502,32586610502,3.25,2.00,1.50,0.08,6.00,89
3700025574,3700025574,9.75,3.75,2.25,1.70,10.00,125
1480000529,1480000529,9.56,9.56,4.19,5.01,1.00,46
1300000605,1300000605,7.75,1.75,1.50,2.00,12.00,27
30573301502,30573301502,5.80,5.05,1.65,0.33,3.00,79
2270063230,2270063230,5.66,1.87,0.42,0.01,2.00,20
68113118709,68113118709,3.80,3.80,0.99,0.07,6.00,35
3076876605,3076876605,5.53,2.85,2.83,0.52,3.00,150
8000049527,8000049527,7.00,5.50,0.06,0.40,12.00,75
1440067000,1440067000,11.25,9.73,6.82,11.50,1.00,108
3700087518,3700087518,10.83,9.12,5.61,10.30,4.00,134
7874207381,7874207381,4.50,2.69,1.31,0.11,12.00,148
81000718052,81000718052,4.30,3.25,2.50,0.89,3.00,76
7513711085,7513711085,5.88,3.50,1.50,0.30,2.00,132
1650053503,1650053503,5.00,2.50,2.50,0.60,3.00,97
69702910016,69702910016,8.00,2.75,2.75,1.06,3.00,18
2052591279,2052591279,5.31,2.69,2.00,0.15,3.00,76
37513759550,37513759550,5.63,2.88,1.13,0.04,6.00,79
71919513504,71919513504,9.75,5.38,4.75,4.00,3.00,115
68113107108,68113107108,7.88,3.13,0.75,0.05,6.00,136
2400016717,2400016717,4.44,3.00,3.00,1.13,12.00,37
36373614308,36373614308,3.31,3.00,1.06,0.03,4.00,146
68113192823,68113192823,4.63,2.63,1.56,0.06,3.00,94
30067204524,30067204524,3.00,1.75,1.75,0.10,3.00,115
81751301000,81751301000,8.75,2.15,2.15,0.94,3.00,65
7535398280,7535398280,18.00,3.00,3.00,2.56,4.00,36
4112907700,4112907700,6.75,3.18,3.18,1.50,8.00,136
30573245042,30573245042,4.88,4.25,1.75,0.19,4.00,122
85815800502,85815800502,4.13,3.50,3.50,0.90,3.00,4
81483201588,81483201588,6.06,4.00,3.38,0.78,3.00,75
31031032503,31031032503,1.00,0.44,0.29,2.80,6.00,132
71683724650,71683724650,5.00,2.23,2.23,0.30,3.00,107
8680087025,8680087025,5.07,2.39,1.50,0.22,3.00,119
1600062570,1600062570,12.55,9.40,3.10,1.13,5.00,138
68113105856,68113105856,4.43,2.50,2.50,0.19,2.00,144
68113102417,68113102417,4.72,3.68,1.63,0.12,3.00,114
4858210070,4858210070,7.00,2.00,2.00,2.00,6.00,70
71793703030,71793703030,7.88,2.41,2.41,1.09,6.00,105
1650054605,1650054605,5.12,3.91,3.28,0.73,1.00,146
7910051899,7910051899,10.63,7.62,4.19,4.29,3.00,21
1600027528,1600027528,12.55,9.40,3.10,1.13,6.00,28
7140003261,7140003261,9.00,4.00,1.50,0.28,2.00,106
3114602286,3114602286,6.50,6.50,5.00,1.13,8.00,74
3000016901,3000016901,10.00,4.00,3.50,0.30,12.00,37
7874206664,7874206664,10.70,3.00,1.70,1.00,20.00,14
8680087022,8680087022,6.20,2.20,1.50,0.20,3.00,12
2100003934,2100003934,5.25,4.00,0.25,0.07,24.00,38
81106801100,81106801100,8.90,3.57,2.92,2.50,3.00,127
72408957944,72408957944,6.25,5.75,1.75,0.25,2.00,24
30521233500,30521233500,4.24,4.19,3.07,1.01,6.00,146
31101741000,31101741000,7.00,2.00,2.00,0.45,3.00,43
68113102707,68113102707,3.72,3.50,1.92,0.23,6.00,78
7874215153,7874215153,8.19,3.65,2.25,2.08,8.00,111
7430000071,7430000071,6.17,2.38,1.77,0.31,6.00,87
32390003936,32390003936,3.50,2.50,2.50,0.28,3.00,41
1980070450,1980070450,10.63,8.75,5.75,12.46,2.00,124
3700088730,3700088730,9.84,6.53,4.88,1.46,3.00,80
30023324015,30023324015,3.50,1.75,1.12,0.01,6.00,108
30041010495,30041010495,8.98,3.23,0.98,0.21,6.00,79
8768400108,8768400108,9.50,5.56,3.75,4.40,4.00,134
6414432287,6414432287,7.50,3.50,2.00,1.60,12.00,49
30005550924,30005550924,4.25,2.45,2.45,0.33,3.00,28
7874234731,7874234731,11.00,5.92,3.79,5.28,4.00,134
3700094085,3700094085,12.00,10.00,5.00,5.01,4.00,51
68113183712,68113183712,8.38,4.90,2.37,1.81,4.00,103
1600012564,1600012564,12.50,9.40,2.50,1.27,6.00,87
31101710450,31101710450,5.56,3.38,0.75,0.06,6.00,37
30067627451,30067627451,4.53,2.76,1.97,0.07,3.00,76
4133327035,4133327035,7.75,4.50,1.18,1.36,12.00,40
3700052365,3700052365,10.06,4.13,2.21,1.27,6.00,72
7005299740,7005299740,5.76,2.25,2.25,0.61,8.00,4
60538862818,60538862818,6.10,5.50,3.05,2.25,3.00,54
68113114311,68113114311,4.50,2.25,2.25,0.46,3.00,89
5100012804,5100012804,4.94,3.13,3.13,1.18,12.00,51
7395023083,7395023083,9.38,6.63,6.19,2.81,1.00,71
1370021640,1370021640,12.00,7.63,7.63,3.21,4.00,49
1370001655,1370001655,9.50,4.70,4.40,1.98,6.00,39
4240024051,4240024051,16.50,10.75,2.25,1.91,9.00,8
64769216234,64769216234,5.50,1.88,1.44,0.21,3.00,88
5020002110,5020002110,7.66,5.87,5.11,3.75,4.00,41
4460000273,4460000273,10.50,7.20,2.20,3.50,6.00,22
68113114344,68113114344,8.75,3.13,2.00,0.95,3.00,114
32420853230,32420853230,4.70,2.50,2.50,0.30,3.00,64
30521030292,30521030292,9.75,4.00,2.50,2.20,4.00,24
5150005711,5150005711,7.32,3.00,2.23,1.34,12.00,37
7874218708,7874218708,13.00,7.00,7.00,3.40,3.00,134
4460030058,4460030058,10.13,4.88,3.00,2.32,9.00,60
68113106120,68113106120,6.70,5.20,2.70,1.90,2.00,84
72225216859,72225216859,5.45,5.45,2.50,1.10,6.00,35
4160800142,4160800142,7.80,3.25,2.65,1.11,3.00,42
2900001641,2900001641,4.00,4.00,3.00,0.50,6.00,52
4180034800,4180034800,10.00,7.00,4.00,4.45,4.00,22
1600014528,1600014528,12.55,9.40,2.25,1.23,8.00,58
68113107902,68113107902,12.89,8.90,7.13,20.80,2.00,119
4740031389,4740031389,8.19,4.13,1.16,0.14,4.00,47
4460008033,4460008033,10.13,4.88,3.00,2.14,9.00,84
38137003844,38137003844,9.19,3.83,1.96,1.28,3.00,61
3010094052,3010094052,8.00,5.69,4.25,0.88,4.00,84
88679021830,88679021830,7.63,4.28,4.28,1.10,2.00,5
88796173594,88796173594,8.00,6.00,4.00,2.00,1.00,108
3800019989,3800019989,12.61,7.56,2.30,1.66,16.00,92
68113118395,68113118395,3.52,1.79,1.79,0.09,6.00,21
30521004400,30521004400,3.55,3.35,2.50,0.50,3.00,118
68113106119,68113106119,7.00,2.60,2.60,1.05,6.00,60
4721828121,4721828121,18.00,18.00,1.84,2.50,1.00,42
7874243532,7874243532,4.00,2.50,2.20,0.20,3.00,72
5100002429,5100002429,4.50,3.00,3.00,1.00,24.00,137
3900008104,3900008104,0.55,0.31,0.31,0.92,24.00,99
7874202247,7874202247,7.50,5.19,5.19,2.67,6.00,134
3700040079,3700040079,7.09,3.15,1.50,0.61,6.00,121
30573288320,30573288320,4.00,3.00,3.00,2.00,3.00,112
3600051394,3600051394,8.11,7.28,2.76,0.90,4.00,104
4800126524,4800126524,7.00,4.00,4.00,2.90,12.00,113
30065035605,30065035605,7.00,4.69,2.38,1.42,3.00,57
30041667803,30041667803,8.70,2.20,0.70,0.10,8.00,19
2620017188,2620017188,6.06,5.66,3.06,1.04,4.00,2
68113107178,68113107178,4.13,2.25,2.25,0.10,3.00,106
2100001086,2100001086,7.01,3.65,3.65,16.00,12.00,67
7248600110,7248600110,8.50,6.50,2.25,2.65,8.00,129
3160403076,3160403076,5.34,2.91,2.91,0.60,2.00,9
68113107171,68113107171,6.26,5.38,3.13,1.53,1.00,148
7094200238,7094200238,5.88,3.00,0.65,0.04,6.00,106
38137003405,38137003405,3.75,1.00,0.18,2.52,4.00,32
30045091060,30045091060,5.08,3.30,1.92,0.13,3.00,63
3800019878,3800019878,9.84,7.44,1.77,1.17,10.00,43
38137115178,38137115178,6.65,2.45,1.27,0.23,3.00,17
1150906002,1150906002,4.50,2.80,2.60,0.23,3.00,33
4721828118,4721828118,18.00,18.00,7.00,2.20,1.00,25
68113103642,68113103642,10.50,4.00,2.60,2.40,4.00,93
3010021597,3010021597,8.00,5.69,4.25,0.94,4.00,133
7874200985,7874200985,11.86,3.50,1.86,0.07,3.00,61
30065314450,30065314450,7.10,2.60,2.60,0.80,6.00,3
4460030614,4460030614,16.00,10.00,1.21,1.00,9.00,62
1370083809,1370083809,14.88,3.25,2.13,0.63,9.00,138
4110001511,4110001511,4.50,1.88,1.25,0.09,6.00,9
3320000020,3320000020,4.02,2.99,1.81,0.30,12.00,34
64420930759,64420930759,7.25,5.25,1.75,1.05,12.00,26
3700054750,3700054750,7.76,5.75,5.55,1.00,2.00,112
81655901077,81655901077,9.40,2.60,2.60,0.69,3.00,25
6233893790,6233893790,8.00,6.70,1.70,0.90,5.00,82
32390003937,32390003937,4.25,2.50,2.50,0.45,3.00,61
3700033836,3700033836,10.91,6.77,2.24,4.90,7.00,55
30573016930,30573016930,4.00,3.00,3.00,2.00,6.00,90
30299492030,30299492030,6.97,2.65,1.60,0.04,3.00,28
2700062325,2700062325,8.38,6.25,2.63,1.31,4.00,25
38137115686,38137115686,7.52,2.59,1.46,0.66,3.00,67
4460031162,4460031162,17.13,8.44,4.25,6.81,3.00,144
31031031805,31031031805,3.75,1.25,0.09,2.52,6.00,102
68113170003,68113170003,8.00,4.50,4.50,2.55,1.00,93
31011900252,31011900252,3.00,1.50,1.00,4.00,6.00,34
7874203694,7874203694,11.00,5.50,3.00,1.30,4.00,132
68113102600,68113102600,5.50,2.75,1.75,0.30,4.00,89
7874222543,7874222543,6.40,2.75,2.15,0.37,12.00,38
68113128721,68113128721,5.28,3.17,3.17,0.73,2.00,124
4203710300,4203710300,4.70,3.20,2.00,0.10,4.00,35
4110040788,4110040788,6.75,2.12,2.12,0.50,3.00,17
68113118581,68113118581,7.00,5.00,2.00,0.25,6.00,111
68113112910,68113112910,8.82,2.36,0.87,0.08,6.00,131
74917409624,74917409624,10.95,8.46,5.00,7.30,2.00,115
68113111015,68113111015,4.09,1.98,1.98,0.15,2.00,99
30573262165,30573262165,4.25,2.75,2.50,0.06,3.00,103
30067000524,30067000524,3.13,3.06,0.63,0.09,6.00,128
7214063608,7214063608,3.80,3.80,3.70,0.33,3.00,77
5100019624,5100019624,6.32,5.18,4.25,3.38,4.00,126
68113112978,68113112978,4.20,3.15,2.00,0.18,3.00,27
73373930220,73373930220,4.42,2.52,2.52,0.42,3.00,92
81106801342,81106801342,11.70,6.70,1.70,3.10,4.00,49
38137003314,38137003314,7.03,3.06,2.00,0.87,3.00,114
4834100799,4834100799,12.00,2.25,2.25,0.15,6.00,140
68113122831,68113122831,10.00,8.00,3.00,1.13,1.00,2
3600051442,3600051442,13.88,11.00,9.63,6.00,1.00,118
68113177943,68113177943,3.98,2.38,2.38,0.54,3.00,29
89811500250,89811500250,4.50,3.00,1.80,0.09,4.00,11
32390004063,32390004063,6.67,2.26,1.70,0.51,3.00,57
3160403183,3160403183,4.25,2.00,2.00,0.12,3.00,34
30065036340,30065036340,7.88,5.13,2.56,1.90,3.00,1
7467662021,7467662021,9.13,3.75,1.75,0.26,2.00,102
9955515154,9955515154,7.85,7.85,6.05,1.88,4.00,120
4180030264,4180030264,7.50,5.00,4.50,4.40,4.00,28
31254720436,31254720436,4.45,4.30,1.57,0.08,4.00,36
68113113288,68113113288,16.12,14.12,6.81,7.80,2.00,88
4110080676,4110080676,4.63,4.19,2.63,0.50,3.00,52
3367411537,3367411537,6.25,3.45,3.45,1.32,2.00,15
81778302040,81778302040,12.25,8.50,7.75,7.01,1.00,137
7874201138,7874201138,12.30,8.36,5.26,10.07,4.00,83
68113105585,68113105585,4.55,2.19,2.19,0.45,3.00,101
87606300315,87606300315,5.50,4.75,4.50,2.75,3.00,86
68113101132,68113101132,4.50,2.21,2.09,0.15,3.00,94
85000049401,85000049401,9.84,7.48,4.13,3.37,3.00,102
6414486803,6414486803,5.50,5.50,5.00,4.15,6.00,86
4800135450,4800135450,7.30,3.50,2.70,1.30,12.00,92
3800019975,3800019975,12.61,7.56,2.30,1.60,16.00,150
3700075419,3700075419,6.01,1.93,1.61,0.31,6.00,111
76056908160,76056908160,4.00,2.20,2.20,0.20,3.00,22
7431258865,7431258865,4.38,2.06,2.06,0.25,3.00,145
7874230065,7874230065,9.50,6.25,3.25,2.00,8.00,13
7214081063,7214081063,9.00,3.00,2.00,1.20,3.00,111
30005475850,30005475850,4.65,4.35,2.35,0.25,4.00,144
88589800042,88589800042,5.38,3.88,2.63,0.83,3.00,26
7447101720,7447101720,5.70,3.50,2.00,0.29,12.00,122
38151902242,38151902242,7.25,3.13,1.95,0.48,3.00,71
32390000361,32390000361,2.25,2.25,2.24,0.17,6.00,76
1840031294,1840031294,5.50,4.20,2.50,0.30,6.00,23
4127102590,4127102590,5.81,4.63,2.88,0.99,6.00,127
7874203429,7874203429,5.70,5.50,1.50,0.50,1.00,4
68113192554,68113192554,9.88,4.50,2.25,0.63,8.00,64
68113128029,68113128029,5.51,2.36,1.50,0.09,3.00,68
5307618550,5307618550,5.50,2.50,1.50,0.12,4.00,149
7830007023,7830007023,10.19,9.27,7.11,1.93,3.00,106
68113108952,68113108952,3.00,2.00,1.75,0.04,4.00,73
36373644180,36373644180,7.88,5.13,1.18,0.13,3.00,67
68113111195,68113111195,5.31,2.64,2.64,0.39,3.00,101
7223900332,7223900332,5.10,3.80,1.50,0.50,4.00,119
4127102110,4127102110,5.81,4.63,2.88,0.91,6.00,33
7467662670,7467662670,7.13,3.75,1.75,0.21,2.00,129
68113100687,68113100687,11.61,3.94,3.54,0.89,3.00,47
68113128939,68113128939,6.03,2.18,2.18,0.67,3.00,102
7350204648,7350204648,23.50,16.70,11.90,16.25,1.00,74
3320011443,3320011443,8.50,3.56,2.63,2.80,6.00,109
68113157368,68113157368,3.48,1.86,1.86,0.07,3.00,14
68113134988,68113134988,4.00,2.75,2.75,0.61,1.00,9
9484125514,9484125514,4.25,1.63,1.38,0.10,3.00,126
3160402658,3160402658,5.38,2.63,2.63,0.44,3.00,72
89987400232,89987400232,5.28,2.00,2.00,0.53,4.00,32
30869470710,30869470710,8.04,3.23,3.23,2.27,12.00,48
3444985969,3444985969,13.00,6.25,3.38,1.10,2.00,133
7943713400,7943713400,8.19,5.06,2.44,0.51,12.00,98
30045048162,30045048162,3.66,2.25,2.25,0.20,3.00,115
1600014641,1600014641,8.25,5.75,3.00,0.85,4.00,39
68113127731,68113127731,7.14,5.22,2.55,2.00,3.00,131
60069900327,60069900327,13.00,11.00,2.13,1.52,10.00,58
31015885078,31015885078,6.56,1.72,1.42,0.25,12.00,16
7535305283,7535305283,4.53,4.53,1.88,0.47,12.00,143
8641400196,8641400196,9.75,3.86,2.07,1.80,3.00,83
68113117594,68113117594,16.50,11.50,6.50,6.16,2.00,107
3800022094,3800022094,11.06,6.82,6.13,5.51,1.00,120
3700075753,3700075753,9.31,4.16,2.58,2.27,4.00,79
4460001195,4460001195,10.20,4.92,2.95,2.40,9.00,93
7874203000,7874203000,12.75,8.28,4.25,4.71,2.00,28
4180029000,4180029000,11.31,5.18,4.41,7.34,6.00,71
68113177930,68113177930,5.60,4.50,3.00,0.60,3.00,32
7314115004,7314115004,5.85,2.35,0.95,0.09,20.00,28
68113117393,68113117393,9.38,7.50,4.25,0.94,3.00,90
2900001629,2900001629,6.60,4.83,4.62,2.42,6.00,76
68113117156,68113117156,5.75,2.75,1.00,0.03,4.00,28
88491232087,88491232087,12.38,7.69,3.13,1.27,12.00,97
4300000332,4300000332,12.75,11.00,2.68,7.82,8.00,140
4127102591,4127102591,5.85,4.70,3.00,0.99,6.00,125
31074201086,31074201086,3.52,2.42,0.85,0.09,3.00,140
7295942042,7295942042,4.88,2.75,1.50,0.21,3.00,41
5000058568,5000058568,8.20,8.20,5.70,6.60,1.00,138
7874200871,7874200871,11.94,7.88,3.25,2.96,4.00,120
68113129793,68113129793,4.88,3.00,1.63,0.19,6.00,90
4119691507,4119691507,5.00,3.00,3.00,1.30,12.00,57
30045021223,30045021223,3.84,3.16,1.50,0.11,6.00,18
7874208393,7874208393,5.75,5.50,1.25,1.03,12.00,138
30766143020,30766143020,5.38,5.38,1.88,0.23,1.00,22
6414404717,6414404717,3.51,3.50,2.28,0.60,12.00,118
1920081546,1920081546,10.13,2.79,2.79,1.52,12.00,54
4100002286,4100002286,8.50,5.75,1.50,0.32,12.00,128
30023341630,30023341630,6.00,3.13,2.75,0.29,3.00,56
68113123533,68113123533,6.89,4.92,4.13,1.41,1.00,95
4180050151,4180050151,6.20,3.40,3.40,2.01,12.00,89
1150906027,1150906027,7.87,3.33,1.65,0.90,3.00,106
38137005570,38137005570,4.00,2.80,1.46,0.08,6.00,15
68113111121,68113111121,3.75,2.30,2.30,0.22,3.00,71
2279691670,2279691670,5.97,3.91,1.96,1.01,4.00,23
7089218812,7089218812,5.75,4.00,1.75,0.42,8.00,71
68113106146,68113106146,3.39,1.87,1.87,0.24,6.00,148
36761812006,36761812006,2.75,1.63,1.63,0.06,3.00,55
7050111048,7050111048,4.04,2.95,2.90,0.41,3.00,8
68113197214,68113197214,7.50,4.75,3.50,0.53,6.00,129
3160403079,3160403079,7.19,3.63,3.63,1.36,2.00,85
7073405307,7073405307,5.50,3.13,2.50,0.10,6.00,38
60538862841,60538862841,4.09,3.96,1.98,0.23,3.00,18
30045048225,30045048225,2.75,1.55,1.45,0.07,6.00,32
3700090707,3700090707,7.09,4.29,3.78,1.13,4.00,62
68113124787,68113124787,8.50,6.90,4.60,2.28,1.00,62
4180033711,4180033711,7.50,6.00,5.00,4.50,4.00,146
7309102765,7309102765,6.76,5.74,1.33,0.11,3.00,95
7874200995,7874200995,3.50,1.86,1.86,0.15,3.00,8
30045044905,30045044905,2.81,1.72,1.56,0.08,6.00,33
3700033710,3700033710,4.25,2.66,2.66,0.50,2.00,32
4116705367,4116705367,9.00,3.00,2.00,1.30,3.00,51
6905512776,6905512776,9.37,3.35,1.18,0.25,6.00,79
4650021845,4650021845,7.70,2.50,1.50,0.47,8.00,12
76056949412,76056949412,4.00,3.00,3.00,2.00,3.00,53
68113128821,68113128821,4.63,1.75,1.75,0.06,4.00,101
31254723808,31254723808,4.38,3.25,1.13,0.06,6.00,109
30766749180,30766749180,3.65,3.12,1.65,0.30,3.00,16
3700035906,3700035906,4.80,3.75,1.60,0.11,6.00,105
30087512121,30087512121,6.50,5.19,5.19,2.01,4.00,62
30065815001,30065815001,3.25,1.75,1.25,0.03,4.00,15
3000001040,3000001040,9.63,5.19,5.19,2.63,12.00,1
1600040996,1600040996,7.20,5.70,1.50,1.00,12.00,111
68113117096,68113117096,5.19,3.50,0.75,0.12,3.00,92
1300000103,1300000103,9.70,6.00,4.70,6.70,6.00,133
3400000171,3400000171,10.32,5.35,2.47,3.17,12.00,38
3485615040,3485615040,9.35,6.74,3.72,2.25,6.00,130
68113100055,68113100055,6.00,2.50,2.50,0.37,4.00,79
4119691181,4119691181,4.45,3.45,3.45,1.19,12.00,79
68113192861,68113192861,4.34,2.32,2.32,0.11,3.00,137
30573301724,30573301724,5.75,5.00,2.25,0.25,3.00,61
2700038787,2700038787,8.84,6.06,4.44,5.77,2.00,14
68113107396,68113107396,13.50,10.50,4.63,2.60,4.00,66
30573287193,30573287193,5.47,2.13,1.38,0.12,3.00,15
5100014880,5100014880,16.75,8.25,3.50,1.05,8.00,21
38137003332,38137003332,7.02,3.04,2.06,0.85,6.00,11
4119691116,4119691116,4.45,3.45,3.45,1.19,12.00,8
64786590369,64786590369,5.41,2.88,2.88,0.62,3.00,104
68113128708,68113128708,6.75,2.75,2.00,1.00,4.00,75
4157004426,4157004426,7.50,5.60,2.30,4.25,6.00,17
30997869541,30997869541,6.13,3.44,1.94,0.42,3.00,58
34658183006,34658183006,6.56,4.94,1.31,0.30,3.00,39
4711360912,4711360912,7.50,2.75,2.50,1.09,6.00,111
7874211378,7874211378,6.00,5.14,5.14,4.00,6.00,29
7874223599,7874223599,5.95,4.10,3.90,0.47,6.00,66
68113127673,68113127673,4.50,4.50,4.25,0.08,3.00,120
30149000185,30149000185,3.53,2.41,1.73,0.22,3.00,130
31015808700,31015808700,7.06,1.81,1.50,0.34,12.00,80
68113113517,68113113517,7.21,3.25,1.25,0.08,3.00,94
2541700914,2541700914,4.25,4.25,1.50,0.50,6.00,44
1114042400,1114042400,10.88,8.06,2.38,1.88,6.00,42
4360000651,4360000651,9.75,3.25,3.25,3.05,6.00,86
5280048262,5280048262,9.20,4.00,2.00,1.70,3.00,22
5000033480,5000033480,6.90,3.00,3.00,0.78,6.00,58
3320000076,3320000076,11.40,7.63,6.31,9.25,4.00,150
5000029211,5000029211,7.85,7.60,5.20,6.66,1.00,93
3800014369,3800014369,12.50,7.70,2.20,1.30,8.00,30
36761831030,36761831030,3.00,1.70,1.50,0.50,3.00,59
1920082159,1920082159,9.50,8.50,3.00,2.15,4.00,93
36373644720,36373644720,5.60,2.25,1.13,0.16,4.00,104
5087581788,5087581788,10.24,5.91,4.33,2.32,3.00,42
3160403173,3160403173,5.75,3.13,3.13,0.91,2.00,33
31011905609,31011905609,5.44,1.88,1.88,0.31,4.00,6
3600035641,3600035641,7.50,6.00,5.00,0.85,3.00,140
88947651100,88947651100,3.81,2.50,2.50,0.30,2.00,12
7874200413,7874200413,7.94,5.25,3.25,1.40,6.00,16
68113112228,68113112228,6.20,3.20,3.20,1.16,2.00,60
1090000103,1090000103,10.50,5.00,2.00,0.53,5.00,2
64786520221,64786520221,4.00,3.00,3.00,2.00,3.00,98
68113124944,68113124944,13.81,5.94,4.94,9.61,1.00,78
7094200247,7094200247,5.75,3.00,0.75,0.07,6.00,123
30065401106,30065401106,3.87,2.89,1.28,0.07,6.00,65
1740011820,1740011820,11.30,9.20,3.63,4.50,4.00,74
7940081670,7940081670,9.00,8.25,6.25,0.65,3.00,36
2571567054,2571567054,6.25,3.06,1.00,0.28,3.00,142
8660000012,8660000012,3.44,3.44,1.34,0.38,12.00,22
30023545910,30023545910,3.50,1.75,1.13,0.70,6.00,149
1650058168,1650058168,6.25,3.16,3.16,0.88,3.00,31
7874201469,7874201469,7.50,2.16,2.16,0.50,6.00,27
3000031379,3000031379,22.50,10.50,3.00,2.50,4.00,23
76211120603,76211120603,6.10,3.90,2.85,0.82,6.00,75
68113115659,68113115659,3.66,2.06,2.06,0.08,2.00,119
30395206394,30395206394,4.38,1.75,1.75,0.29,4.00,83
68113128505,68113128505,5.33,3.06,3.06,0.60,2.00,146
68113111152,68113111152,3.50,2.00,2.00,0.10,3.00,124
32878524912,32878524912,7.50,3.30,1.20,0.12,3.00,101
7261345405,7261345405,10.31,8.19,4.41,6.60,3.00,15
60265218403,60265218403,6.50,5.40,1.90,0.46,6.00,139
5100001588,5100001588,15.50,8.75,0.85,4.45,6.00,84
63748008431,63748008431,9.25,6.00,5.25,5.50,1.00,118
31101741025,31101741025,6.75,2.12,2.12,0.29,3.00,109
7073400010,7073400010,6.00,6.00,6.00,1.60,6.00,39
3500052584,3500052584,7.75,4.00,1.66,0.93,12.00,106
30045029532,30045029532,3.56,3.31,1.38,0.02,6.00,143
1111161011,1111161011,7.25,4.13,2.50,1.52,12.00,106
7874212406,7874212406,7.00,4.50,2.50,0.44,12.00,138
3120000413,3120000413,9.38,7.63,4.00,1.53,4.00,134
4561100204,4561100204,4.00,3.00,3.00,2.00,3.00,31
3600047927,3600047927,17.00,9.44,5.70,3.70,2.00,41
2700039007,2700039007,3.00,2.61,2.60,0.63,24.00,11
3700088707,3700088707,9.50,8.00,4.50,1.60,3.00,131
7447128996,7447128996,7.38,5.55,3.72,0.89,4.00,50
85843800507,85843800507,5.00,3.00,2.00,0.31,3.00,110
32878599821,32878599821,4.00,3.00,3.00,2.00,3.00,123
68113169993,68113169993,8.13,4.00,2.44,1.56,4.00,65
68113123450,68113123450,4.45,2.50,2.50,0.54,3.00,40
7007460750,7007460750,4.73,4.06,4.06,1.16,3.00,34
2800046631,2800046631,7.45,3.85,3.35,1.43,6.00,83
2550000080,2550000080,7.77,3.99,3.99,0.95,6.00,15
2240039371,2240039371,9.25,3.06,3.06,1.98,6.00,104
68113111148,68113111148,3.48,1.86,1.86,1.00,3.00,135
7574106006,7574106006,10.25,10.25,8.50,5.15,1.00,113
30045013724,30045013724,4.05,3.46,0.75,0.06,6.00,125
7467664631,7467664631,4.00,3.00,3.00,2.00,2.00,129
7874210132,7874210132,10.00,6.20,2.60,0.58,12.00,11
30573245114,30573245114,4.25,3.50,1.75,0.40,4.00,121
7874236982,7874236982,2.69,2.69,2.00,0.14,24.00,15
3770032739,3770032739,10.38,10.38,5.25,4.26,3.00,76
4300000488,4300000488,4.21,2.86,2.68,9.00,8.00,58
30997869511,30997869511,6.25,3.50,2.00,0.45,3.00,69
68113106516,68113106516,11.20,7.70,4.70,2.40,2.00,132
7940042653,7940042653,5.70,2.70,2.20,0.60,3.00,20
3000006211,3000006211,12.70,8.10,2.80,1.30,10.00,23
68113183716,68113183716,4.50,3.50,3.50,0.70,1.00,72
3120020299,3120020299,10.88,6.14,4.72,7.25,6.00,57
36373644305,36373644305,7.00,5.13,1.44,0.07,3.00,1
5100001151,5100001151,4.06,2.69,2.69,0.66,12.00,80
3700074084,3700074084,7.70,2.70,2.70,1.10,2.00,13
4150080505,4150080505,9.41,3.34,3.34,2.43,6.00,61
3800014363,3800014363,12.61,7.56,2.30,1.35,8.00,28
5000058664,5000058664,8.00,7.50,5.50,6.10,1.00,5
68113123604,68113123604,9.36,4.65,4.03,3.89,4.00,149
5150024177,5150024177,5.70,3.50,3.50,1.90,10.00,137
3160403158,3160403158,5.45,3.06,3.06,0.76,2.00,141
2400001062,2400001062,4.69,4.06,4.06,2.17,6.00,140
2700048814,2700048814,7.63,4.50,4.50,3.17,6.00,5
32878573000,32878573000,8.00,5.50,2.50,0.50,1.00,100
69702910116,69702910116,8.00,2.75,2.75,1.19,3.00,98
3700094600,3700094600,12.91,11.77,3.11,8.88,5.00,4
5000001011,5000001011,3.90,2.95,2.95,0.93,24.00,147
68113106455,68113106455,15.00,11.00,5.63,4.85,2.00,127
68113108712,68113108712,5.20,3.00,3.00,0.50,2.00,49
30065035610,30065035610,7.00,2.56,2.56,0.72,6.00,61
